Date,Order Number,Currency,Sub-total,Shipping,Tax,Total,Earning,Status,Coupon Code,Products
23-Aug-2022,42094,USD,208,0,14.56,222.56,16.64,approved,DONTPAYFULL,"xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V)"
22-Aug-2022,41976,USD,801,0,56.07,857.07,64.08,approved,MoBxTool,xTool D1 Pro 10W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 10W + RA2 Pro / US Plug (110V)
19-Aug-2022,41511,USD,869.99,0,63.07,933.06,69.6,approved,SIMPLYCODES10,xTool D1 Pro 20W / 10W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 10W + RA2 Pro / US Plug (110V)
18-Aug-2022,41450,USD,1326.99,0,102.85,1429.84,106.16,approved,,"xTool Risers for xTool D1 Pro/D1 (4 packs), xTool D1 Pro : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V)"
18-Aug-2022,41376,USD,1427.99,0,112.11,1540.1,114.24,approved,,"xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V), [Pre-order] xTool D1 Pro 20W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 20W / US Plug (110V)"
17-Aug-2022,41267,USD,2154.98,0,161.37,2316.35,172.4,approved,,"xToolCare: Extra Care for xTool D1 Pro/D1 - for D1 Pro 20W, [Pre-order] xTool D1 Pro/D1 Extension Kit - Golden Red / Extension Kit, xTool Risers for xTool D1 Pro/D1 (4 packs), xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V), [Pre-order] xTool D1 Pro 20W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 20W + RA2 Pro / US Plug (110V)"
17-Aug-2022,41163,USD,1687.99,0,118.15,1806.14,135.04,approved,,"xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro 20W / 10W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro / US Plug (110V)"
15-Aug-2022,40987,USD,1107.99,0,77.56,1185.55,88.64,approved,XT-BMA304ZsqXzXX,"xTool D1 Pro 10W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 10W + RA2 Pro / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1, For RA2 Pro Tracking number, Free Back to School Gift - Laser Material Box"
14-Aug-2022,40859,USD,1917.98,0,158.26,2076.24,153.44,approved,,"xTool D1 Pro 10W / 20W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 20W + RA2 Pro / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), [Pre-order] xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1"
13-Aug-2022,40797,USD,1737.99,0,130.78,1868.77,139.04,approved,,"xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool D1 Pro : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro + Risers (8 Packs) / US Plug (110V)"
12-Aug-2022,40714,USD,1179,0,73.69,1252.69,70.74,approved,XT-BMA20VDvADkSC,xTool M1: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 - 10W Basic / US Plug (110V)
11-Aug-2022,40637,USD,3799,0,265.93,4064.93,227.94,approved,ROTARY200,Laserbox Rotary 40W (CO2) - Laserbox Rotary(110V)+Rotary Attachment
10-Aug-2022,40536,USD,654.99,5,0.00,654.99,52.3,approved,M0W0TEEMQAW4,"xTool D1 Pro 10W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 10W / US Plug (110V), Tip"
05-Aug-2022,40083,USD,2475.17,0,173.28,2648.45,153.89,approved,,"xTool RA2 Pro for D1 Pro/D1 & Other Open Machines, 12ft Black PU Heat Transfer Vinyl, 12ft White PU Heat Transfer Vinyl, 1/8'' Pink Glitter Opaque Glossy Acrylic Sheet (2pcs), xTool M1: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 10W Deluxe (RA1) + Air Purifier / US Plug (110V), xTool  Laser Material Box"
05-Aug-2022,40082,USD,1302.9,3.9,68.85,1371.75,78.17,approved,DBJ0KTZMYB90,"xTool M1 10W Deluxe: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 - 10W Deluxe (RA1), Tip"
05-Aug-2022,40071,USD,1737.99,0,104.28,1842.27,139.04,approved,,"xTool D1 Pro 10W / 20W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1"
03-Aug-2022,39829,USD,1687.99,0,170.49,1858.48,135.04,approved,M0W0TEEMQAW4,"xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool D1 Pro : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro + Risers (8 Packs) / US Plug (110V)"
31-Jul-2022,39540,USD,1199,0,103.12,1302.12,71.94,approved,,xTool M1: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 - 10W Basic / US Plug (110V)
30-Jul-2022,39437,USD,278,0,16.68,294.68,22.24,approved,,"xTool D1 Pro/D1 Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1"
25-Jul-2022,38919,USD,292.99,0,17.58,310.57,23.44,approved,,"xTool Honeycomb Working Panel Set for D1 Pro/D1, xTool D1 Pro/D1 Air Assist Set - US Plug (110V), Laser Lens for xTool D1"
21-Jul-2022,38365,USD,1399,0,104.93,1503.93,83.94,approved,,xTool M1: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 - 10W Deluxe (RA1) / US Plug (110V)
20-Jul-2022,38200,USD,179.99,0,13.95,193.94,14.4,approved,,[Pre-order] xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure / US Plug (110V)
20-Jul-2022,38163,USD,2211.9,0,168.56,2380.46,174.85,approved,,"1/25'' Black Opaque Glossy Acrylic Sheet (10pcs), 1/8'' Black Opaque Glossy Acrylic Sheet (3pcs), 1/8"" Walnut Plywood (6pcs), 1/8"" Basswood Plywood (6pcs), [Pre-order] xTool D1 Pro/D1 Extension Kit - Metal Grey / Extension Kit, xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 20W / US Plug (110V), xTool D1 Pro/D1 Air Assist Set - US Plug (110V), [Pre-order] xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure Max / US Plug (110V), xTool Honeycomb Working Panel Set for D1 Pro/D1, xToolCare: Extra Care for xTool D1 Pro/D1 - for D1 Pro 20W, Free xTool Risers for xTool D1 (8 packs) for D1 Pro Customer"
19-Jul-2022,37920,USD,139,0,9.73,148.73,11.12,approved,,xTool Honeycomb Working Panel Set for D1 Pro/D1
17-Jul-2022,37723,USD,1657.99,0,116.06,1774.05,132.64,approved,2P0VQ7R1VDDA,"xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro + Risers (8 Packs) / US Plug (110V), xTool D1/D1 Pro Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1/D1 Pro"
17-Jul-2022,37689,USD,1982.91,195.93,0.00,2172.91,158.51,approved,2P0VQ7R1VDDA,"Tip, xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 20W + RA2 Pro + Risers (8 Packs) / EU Plug (220V), xToolCare: Extra Care for xTool D1/D1 Pro - for D1 Pro 20W, [Pre-order] xTool D1 Pro/D1 Extension Kit - Metal Grey / Extension Kit + 2*Honeycomb Working Panel Set"
16-Jul-2022,37598,USD,2156.98,0,137.06,2294.04,172.56,approved,2P0VQ7R1VDDA,"xTool D1 Pro 10W/20W: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro / US Plug (110V), xTool D1/D1 Pro Air Assist Set - US Plug (110V), [Pre-order] xTool Enclosure: foldable and smoke-proof cover for D1/D1 Pro and other laser engravers - Enclosure Max / US Plug (110V), xTool Honeycomb Working Panel Set for D1/D1 Pro, xToolCare: Extra Care for xTool D1/D1 Pro - for D1 Pro 20W"
15-Jul-2022,37550,USD,808.99,0,66.74,875.73,64.72,approved,,"xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / D1 Pro 10W / US Plug (110V), xTool D1/D1 Pro Air Assist Set - US Plug (110V)"
14-Jul-2022,37407,USD,639.99,0,38.40,678.39,51.2,approved,VGZ7NNZCKBYF,xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 10W / US Plug (110V)
13-Jul-2022,37300,USD,1094,0,0.00,1094,65.64,approved,XT-BMA05fFYTcga5,xTool M1: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 - 10W Basic / US Plug (110V)
13-Jul-2022,37035,USD,1856.99,0,153.21,2010.2,148.56,approved,2P0VQ7R1VDDA,"xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro + Risers (8 Packs) / US Plug (110V), xTool D1/D1 Pro Air Assist Set - US Plug (110V), xTool Honeycomb Working Panel Set for D1/D1 Pro, xToolCare: Extra Care for xTool D1 Pro 20W"
12-Jul-2022,36918,USD,278,0,22.94,300.94,22.24,approved,,"xTool Honeycomb Working Panel Set for D1/D1 Pro, xTool D1/D1 Pro Air Assist Set - US Plug (110V)"
08-Jul-2022,36400,USD,728.99,0,56.05,785.04,58.32,approved,LIVEEK80,"xTool D1/D1 Pro Air Assist Set - US Plug (110V), xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 10W / US Plug (110V)"
08-Jul-2022,36316,USD,899.99,0,63.00,962.99,72,approved,VGZ7NNZCKBYF,xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 10W + RA2 Pro + Risers (8 Packs) / US Plug (110V)
06-Jul-2022,36101,USD,1498.99,0,99.31,1598.3,119.92,approved,D1PRO100,"xTool D1 Air Assist Set - US Plug (110V), xTool D1 Pro 10W/20W : Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / D1 Pro 20W + RA2 Pro / US Plug (110V)"
06-Jul-2022,36045,USD,1099.99,0,66.00,1165.99,66,approved,D1PRO100,xTool D1 Pro: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / 20W / US Plug (110V)
06-Jul-2022,35966,USD,1687.98,0,122.37,1810.35,103.9,approved,D1PRO100,"xTool D1 Pro: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Golden Red / 20W / US Plug (110V), xTool RA2 Pro for D1 & Other Open Machines, xTool Honeycomb Working Panel Set for D1, [Pre-order] xTool Enclosure: foldable and smoke-proof cover for D1 and other laser engravers - Enclosure"
06-Jul-2022,35805,USD,1099.99,60,0.00,1159.99,66,approved,D1PRO100,xTool D1 Pro: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - Metal Grey / 20W / EU Plug (220V)
02-Jul-2022,35276,USD,138,30,0.00,168,11.04,approved,thank,xTool D1 Air Assist Set - US Plug (110V)
01-Jul-2022,35248,USD,0,0,198.00,2447.99,0,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)
28-Jun-2022,34951,USD,1189.99,0,98.18,1288.17,91.6,approved,XT-BMA504l2thR4p,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), xTool D1 Air Assist Set - US Plug (110V), [Pre-order] xTool Enclosure: foldable and smoke-proof cover for D1 and other laser engravers - Enclosure"
27-Jun-2022,34872,USD,1349,0,0.00,1349,80.94,approved,XT-MA50UrSOnk,[Pre-order] xTool M1: The Ultimate Gift-making Laser & Blade Cutting Machine - xTool M1 - 10W Deluxe (RA1) / US Plug (110V)
24-Jun-2022,34437,USD,139,0,10.26,149.26,11.12,approved,,xTool D1 Air Assist Set - US Plug (110V)
21-Jun-2022,34111,USD,869,0,60.83,929.83,52.14,approved,SIMPLYCODES10,[Pre-order] xTool M1: World's First Desktop Hybrid Laser & Blade Cutting Machine - xTool M1 - 10W Basic / US Plug (110V)
21-Jun-2022,34106,USD,1139.05,139.69,127.87,1406.61,91.12,approved,MakeorbreakD1,"xTool Honeycomb Working Panel Set for D1, xTool D1 Air Assist Set - 220V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)"
20-Jun-2022,33966,USD,1225.97,30,125.60,1381.57,97.14,approved,XT-BMA50QXDGBDs7,"Laser Lens for xTool D1, xTool Safety goggles, xTool D1 10W Deluxe Bundle - AU Plug (220V), For Honeycomb Tracking number, For Air Assist Set Tracking number, For Pacts Kit Tracking number, Father's Day Sale Gift - Cork Desk Pad 1pcs"
20-Jun-2022,33921,USD,118,0,9.74,127.74,9.44,approved,thank,"xTool D1 Air Assist Set - 110V, Father's Day Sale Gift - Cork Desk Pad 1pcs"
20-Jun-2022,33754,USD,1396.98,0,143.21,1540.19,105.72,approved,XCCV1W5TM9WRZJIJ,"Laser Lens for xTool D1, xTool Risers for xTool D1 (4 packs), [Pre-order] xTool D1 Extension Kit - Extension Kit + Honeycomb Working Panel Set, xTool D1 Air Assist Set - 110V, xTool Honeycomb Working Panel Set for D1, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), For Honeycomb Tracking number"
20-Jun-2022,33496,USD,1894.27,5.67,193.58,2087.85,137.01,approved,MakeorbreakD1,"Tip, [Pre-order] 20W Diode Laser Module, [Pre-order] xTool D1 Extension Kit - Extension Kit, xTool D1 10W Deluxe Bundle, For Honeycomb Tracking number, For Air Assist Set Tracking number"
20-Jun-2022,33445,USD,265.05,0,21.91,286.96,15.9,approved,MakeorbreakD1,[Pre-order] xTool D1 Extension Kit - Extension Kit + Honeycomb Working Panel Set
18-Jun-2022,33051,USD,1323.98,0,107.92,1431.9,100.42,approved,XT-MA50IRuwFz,"xToolCare for xTool D1 5W&10W, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), xTool Safety goggles, [Pre-order] xTool D1 Extension Kit - Extension Kit, xTool D1 Air Assist Set - 110V, xTool Honeycomb Working Panel Set for D1"
18-Jun-2022,32876,USD,238,0,21.90,259.9,19.04,approved,,"xTool D1 Air Assist Set - 110V, xTool Honeycomb Working Panel Set for D1"
17-Jun-2022,32616,USD,0,60,0.00,3427.99,0,approved,,xTool D1 10W Finer Cutting Bundle
16-Jun-2022,32311,USD,1167.55,0,96.32,1263.87,93.4,approved,MakeorbreakD1,xTool D1 10W Deluxe Bundle
15-Jun-2022,31453,USD,1030.12,0,96.19,1126.31,82.41,approved,BDBXTOOL,"xTool D1 Air Assist Set - 110V, xTool Honeycomb Working Panel Set for D1, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)"
15-Jun-2022,31429,USD,861,0,66.73,927.73,68.88,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs)
14-Jun-2022,31340,USD,931,90,0.00,1021,74.48,approved,MakeorbreakD1,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs), xTool D1 Air Assist Set - 110V, Father's Day Sale Gift - Cork Desk Pad 1pcs"
14-Jun-2022,31314,USD,119,0,8.63,127.63,9.52,approved,,xTool Honeycomb Working Panel Set for D1
14-Jun-2022,31218,USD,861,0,79.22,940.22,68.88,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)
13-Jun-2022,31074,USD,119,0,8.63,127.63,9.52,approved,,xTool D1 Air Assist Set - 110V
12-Jun-2022,30860,USD,119,0,9.82,128.82,9.52,approved,,xTool Honeycomb Working Panel Set for D1
12-Jun-2022,30751,USD,879,15,107.28,1001.28,52.74,approved,XT-MA20N7Abi5,[Pre-order] xTool M1: World's First Desktop Hybrid Laser & Blade Cutting Machine - xTool M1 - 10W Basic / US Plug
11-Jun-2022,30663,USD,861,0,54.24,915.24,68.88,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), Father's Day Sale Gift - Cork Desk Pad 1pcs"
10-Jun-2022,30442,USD,836,0,68.97,904.97,66.7,approved,XT-MA10Cm52QO,"xTool  Risers for xTool D1 (4 packs), xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1, xTool D1 Air Assist Set - 110V, xTool Honeycomb Working Panel Set for D1"
10-Jun-2022,30317,USD,979,139.69,102.47,1221.16,78.32,approved,thank,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), xTool D1 Air Assist Set - 220V"
09-Jun-2022,30161,USD,569.05,0,34.14,603.19,45.52,approved,MakeorbreakD1,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1
08-Jun-2022,29945,USD,1198.99,0,83.96,1282.95,93.12,approved,,"[Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool Enclosure - Enclosure"
08-Jun-2022,29906,USD,139.99,0,11.20,151.19,8.4,approved,,[Pre-order] xTool Enclosure - Enclosure
08-Jun-2022,29877,USD,139.99,30,20.40,190.39,8.4,approved,,[Pre-order] xTool Enclosure - Enclosure
08-Jun-2022,29570,USD,99,0,5.94,104.94,7.92,approved,,xTool D1 Air Assist Set - 110V
07-Jun-2022,29351,USD,817.95,0,59.30,877.25,65.44,approved,MakeorbreakD1,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs)
07-Jun-2022,29343,USD,960,0,57.60,1017.6,76.8,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), xTool D1 Air Assist Set - 110V, Father's Day Sale Gift - Cork Desk Pad 1pcs"
07-Jun-2022,29249,USD,197,0,17.96,214.96,15.76,approved,thank,"xTool D1 Air Assist Set - 110V, [Pre-order] xTool  Honeycomb Working  Panel Set for D1"
06-Jun-2022,29209,USD,99,30,11.82,140.82,7.92,approved,,xTool D1 Air Assist Set - 220V
06-Jun-2022,29189,USD,1069,10,63.54,1132.54,85.32,approved,,"Tip, [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)"
06-Jun-2022,29137,USD,861,0,66.73,927.73,68.88,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)
06-Jun-2022,29105,USD,686.85,120,0.00,806.85,54.47,approved,MakeorbreakD1,"xTool  Safety goggles, xTool  Risers for xTool D1 (4 packs), xTool D1 Air Assist Set - 220V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1"
06-Jun-2022,29008,USD,1059,0,58.26,1117.26,84.72,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), xTool D1 Air Assist Set - 110V, [Pre-order] xTool  Honeycomb Working  Panel Set for D1"
06-Jun-2022,28953,USD,1006.05,90,0.00,1096.05,80.48,approved,MakeorbreakD1,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 220V"
05-Jun-2022,28936,USD,920,0,64.40,984.4,73.6,approved,thank,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)
04-Jun-2022,28792,USD,599,0,61.40,660.4,35.94,approved,,[Pre-order] 20W Diode Laser Module
04-Jun-2022,28709,USD,257,0,16.06,273.06,20.56,approved,thank,"[Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V"
03-Jun-2022,28649,USD,1179,0,97.27,1276.27,94.32,approved,,"xTool D1 Air Assist Set - 110V, [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs)"
03-Jun-2022,28632,USD,1097.45,0,69.88,1167.33,85.82,approved,MakeorbreakD1,"xToolCare for xTool D1 5W&10W, [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+Rotary Attachment+Risers (8 Packs)"
02-Jun-2022,28554,USD,1278,0,112.02,1390.02,100.26,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V, xToolCare for xTool D1 5W&10W"
31-May-2022,28288,USD,1135.25,110,149.42,1394.67,90.52,approved,MakeorbreakD1,"xTool  Safety goggles, [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)"
31-May-2022,28217,USD,1278,139.69,120.79,1538.48,100.26,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V, xToolCare for xTool D1 5W&10W"
30-May-2022,28166,USD,1119,0,89.52,1208.52,67.14,approved,,[Pre-order] xTool M1: World's First Desktop Hybrid Laser & Blade Cutting Machine - xTool M1 - 10W Deluxe (RA1) / US Plug
30-May-2022,28106,USD,118,0,9.74,127.74,9.44,approved,thank,xTool D1 Air Assist Set - 110V
28-May-2022,27949,USD,718,0,54.20,772.2,57.44,approved,XT-MA50iWyTpO,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1, xTool D1 Air Assist Set - 110V"
27-May-2022,27722,USD,921,0,73.68,994.68,73.68,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs)
27-May-2022,27721,USD,269,0,22.60,291.6,16.14,approved,,xTool RA2 Pro - The WORLD'S FIRST 4-in-1 Rotary for Laser Engraver - For xTool D1 & other open machines
24-May-2022,27410,USD,175,0,15.54,190.54,13.28,approved,,"xTool  Risers for xTool D1 (8 packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1"
23-May-2022,27364,USD,1179,0,91.39,1270.39,94.32,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1 Air Assist Set - 110V"
23-May-2022,27304,USD,649,0,43.81,692.81,51.92,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1
20-May-2022,27078,USD,1149,0,112.02,1261.02,91.92,approved,XT-MA30E1UmAU,"xTool D1 Air Assist Set - 110V, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1"
20-May-2022,27033,USD,899,0,60.68,959.68,53.94,approved,,[Pre-order] xTool M1: World's First Desktop Hybrid Laser & Blade Cutting Machine - xTool M1 - 10W Basic / US Plug
16-May-2022,26639,USD,1179,0,92.85,1271.85,94.32,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, [Pre-order] xTool D1 Air Assist Set - 110V AC-60Hz"
15-May-2022,26521,USD,1219.4,0,85.36,1304.76,92.82,approved,builddadbuild,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+Rotary Attachment+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, [Pre-order] xTool D1 Air Assist Set - 110V AC-60Hz, xTool RA2 Pro - The WORLD'S FIRST 4-in-1 Rotary for Laser Engraver - For xTool D1 & other open machines"
15-May-2022,26495,USD,1056.95,0,79.28,1136.23,84.56,approved,builddadbuild,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, [Pre-order] xTool D1 Air Assist Set - 110V AC-60Hz"
15-May-2022,26478,USD,763,0,0.00,763,61.04,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+Rotary Attachment+Risers (8 Packs)
14-May-2022,26396,USD,1099,0,0.00,1099,87.92,approved,,"[Pre-order] xTool D1 Air Assist Set - 110V AC-60Hz, [Pre-order] xTool  Honeycomb Working  Panel Set for D1, xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs)"
13-May-2022,26140,USD,1099,0,76.93,1175.93,87.92,approved,,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs), [Pre-order] xTool  Honeycomb Working  Panel Set for D1, [Pre-order] xTool D1 Air Assist Set - 110V AC-60Hz"
13-May-2022,26089,USD,841,0,63.92,904.92,67.28,approved,,xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting Machine - 10W D1+RA2 Pro+Risers (8 Packs)
11-May-2022,25808,USD,917.95,0,55.08,973.03,73.44,approved,builddadbuild,"xTool D1: Higher Accuracy Diode DIY Laser Engraving & Cutting - 10W D1+RA2 Pro+Risers (8 Packs), Pre-orderxTool D1 Air Assist Set - 110V AC-60Hz"
